5	2000
0006	0	0494
0006	0	4271
0006	0	3014
0006	0	3514
0006	0	3118
0006	0	4174
0006	0	5183
0006	0	4199
0006	0	4183
0006	0	2665
0006	0	3035
0006	0	1345
0006	0	0839
0006	0	3032
0006	0	2660
0006	0	3475
0006	0	3430
0006	0	2599
0006	0	4157
0006	0	1326
0006	0	0505
0006	0	3523
0006	0	4163
0006	0	2663
0006	0	3114
0006	0	2307
0006	0	3062
0006	0	3015
0006	0	5125
0006	0	3182
0006	0	3468
0006	0	4282
0006	0	0539
0006	0	4150
0006	0	2278
0006	0	3440
0006	0	0814
0006	0	3023
0006	0	2244
0006	0	4286
0006	0	3702
0006	0	3751
0006	0	4214
0006	0	3012
0006	0	4290
0006	0	4277
0006	0	3159
0006	0	2645
0006	0	3477
0006	0	5139
0006	0	3525
0006	0	1363
0006	0	0560
0006	0	4218
0006	0	0829
0006	0	2287
0006	0	0819
0006	0	4246
0006	0	3539
0006	0	3735
0006	0	2640
0006	0	3196
0006	0	3163
0006	0	4168
0006	0	3487
0006	0	3482
0006	0	4239
0006	0	3206
0006	0	0895
0006	0	5182
0006	0	5149
0006	0	3728
0006	0	4256
0006	0	3549
0006	0	3442
0006	0	0901
0006	0	3696
0006	0	1372
0006	0	4292
0006	0	3216
0006	0	0897
0006	0	4253
0006	0	5159
0006	0	3063
0006	0	2664
0006	0	1390
0006	0	5179
0006	0	0501
0006	0	3075
0006	0	4184
0006	0	5209
0006	0	0524
0006	0	4176
0006	0	0877
0006	0	1339
0006	0	3481
0006	0	3774
0006	0	2284
0006	0	3185
0006	0	3211
0006	0	4182
0006	0	3457
0006	0	0514
0006	0	5161
0006	0	5181
0006	0	3017
0006	0	1337
0006	0	0874
0006	0	2269
0006	0	4186
0006	0	3025
0006	0	2593
0006	0	1333
0006	0	2596
0006	0	2291
0006	0	3738
0006	0	2656
0006	0	4153
0006	0	5132
0006	0	4162
0006	0	2306
0006	0	3034
0006	0	3156
0006	0	3173
0006	0	0828
0006	0	0860
0006	0	2230
0006	0	4252
0006	0	2651
0006	0	3181
0006	0	0522
0006	0	3030
0006	0	3731
0006	0	4158
0006	0	2241
0006	0	3177
0006	0	3197
0006	0	0498
0006	0	0856
0006	0	0543
0006	0	3522
0006	0	2303
0006	0	1381
0006	0	4276
0006	0	3697
0006	0	0837
0006	0	0820
0006	0	3146
0006	0	3106
0006	0	0527
0006	0	4192
0006	0	2643
0006	0	5192
0006	0	4207
0006	0	5129
0006	0	2623
0006	0	0842
0006	0	0542
0006	0	4159
0006	0	0836
0006	0	4160
0006	0	4216
0006	0	2595
0006	0	2602
0006	0	3198
0006	0	3207
0006	0	1324
0006	0	5201
0006	0	3781
0006	0	0562
0006	0	3165
0006	0	3536
0006	0	4228
0006	0	0880
0006	0	3478
0006	0	4285
0006	0	4196
0006	0	3504
0006	0	3503
0006	0	2631
0006	0	3052
0006	0	2279
0006	0	2614
0006	0	0888
0006	0	3068
0006	0	3472
0006	0	0510
0006	0	5180
0006	0	2607
0006	0	0561
0006	0	2234
0006	0	3529
0006	0	0898
0006	0	3466
0006	0	0872
0006	0	2243
0006	0	3142
0006	0	2673
0006	0	2253
0006	0	3489
0006	0	4188
0006	0	2642
0006	0	1376
0006	0	1389
0006	0	1374
0006	0	3130
0006	0	2238
0006	0	0525
0006	0	5162
0006	0	1377
0006	0	2313
0006	0	3209
0006	0	0545
0006	0	3486
0006	0	0535
0006	0	1371
0006	0	0537
0006	0	4190
0006	0	1384
0006	0	3170
0006	0	3125
0006	0	1354
0006	0	1325
0006	0	3754
0006	0	3517
0006	0	2609
0006	0	3042
0006	0	0499
0006	0	4204
0006	0	3759
0006	0	3493
0006	0	3134
0006	0	3011
0006	0	3029
0006	0	2263
0006	0	2295
0006	0	3695
0006	0	3499
0006	0	0511
0006	0	4191
0006	0	1322
0006	0	2258
0006	0	1366
0006	0	0523
0006	0	3776
0006	0	5160
0006	0	0881
0006	0	5175
0006	0	2240
0006	0	5148
0006	0	3060
0006	0	2648
0006	0	5136
0006	0	4269
0006	0	3484
0006	0	3171
0006	0	0868
0006	0	4197
0006	0	0859
0006	0	3438
0006	0	3143
0006	0	3766
0006	0	3108
0006	0	3769
0006	0	3050
0006	0	4171
0006	0	4236
0006	0	4205
0006	0	0815
0006	0	0832
0006	0	3437
0006	0	1397
0006	0	3708
0006	0	3717
0006	0	3168
0006	0	3698
0006	0	2649
0006	0	3220
0006	0	3785
0006	0	0838
0015	0	3700
0015	0	0215
0015	0	3164
0015	0	2727
0015	0	3710
0015	0	3631
0015	0	0490
0015	0	0554
0015	0	0639
0015	0	3636
0015	0	0748
0015	0	0243
0015	0	0745
0015	0	3146
0015	0	0533
0015	0	0767
0015	0	3642
0015	0	0966
0015	0	0505
0015	0	3658
0015	0	0423
0015	0	2767
0015	0	1036
0015	0	1026
0015	0	0449
0015	0	0547
0015	0	0834
0015	0	0707
0015	0	0422
0015	0	3368
0015	0	0931
0015	0	0430
0015	0	3685
0015	0	0665
0015	0	3328
0015	0	0837
0015	0	0941
0015	0	3640
0015	0	3133
0015	0	3352
0015	0	0236
0015	0	0616
0015	0	1098
0015	0	1051
0015	0	3337
0015	0	3185
0015	0	1023
0015	0	0655
0015	0	3149
0015	0	3170
0015	0	0689
0015	0	0631
0015	0	1005
0015	0	0690
0015	0	2709
0015	0	0793
0015	0	0984
0015	0	0638
0015	0	3350
0015	0	0434
0015	0	0512
0015	0	1046
0015	0	0820
0015	0	0415
0015	0	0757
0015	0	3166
0015	0	0440
0015	0	0717
0015	0	3180
0015	0	3156
0015	0	0626
0015	0	0556
0015	0	3140
0015	0	0724
0015	0	0242
0015	0	0940
0015	0	0814
0015	0	0990
0015	0	0466
0015	0	0546
0015	0	0759
0015	0	2761
0015	0	0517
0015	0	0630
0015	0	0428
0015	0	1089
0015	0	1066
0015	0	0494
0015	0	0907
0015	0	2724
0015	0	0705
0015	0	0461
0015	0	2719
0015	0	3358
0015	0	0437
0015	0	1056
0015	0	0251
0015	0	3139
0015	0	3183
0015	0	2736
0015	0	2715
0015	0	0895
0015	0	1075
0015	0	0650
0015	0	2764
0015	0	0844
0015	0	3713
0015	0	0974
0015	0	0723
0015	0	0470
0015	0	2768
0015	0	0232
0015	0	3333
0015	0	0455
0015	0	0947
0015	0	3119
0015	0	0522
0015	0	0965
0015	0	0901
0015	0	0739
0015	0	0633
0015	0	0451
0015	0	0696
0015	0	3322
0015	0	3329
0015	0	3126
0015	0	1043
0015	0	3621
0015	0	0644
0015	0	3628
0015	0	0432
0015	0	0768
0015	0	2728
0015	0	0833
0015	0	1050
0015	0	0726
0015	0	3711
0015	0	0648
0015	0	0991
0015	0	0244
0015	0	1045
0015	0	1029
0015	0	0598
0015	0	3719
0015	0	3338
0015	0	0542
0015	0	0923
0015	0	3153
0015	0	3163
0015	0	0680
0015	0	1054
0015	0	1040
0015	0	0608
0015	0	0919
0015	0	0216
0015	0	0433
0015	0	0610
0015	0	3339
0015	0	0708
0015	0	0683
0015	0	0741
0015	0	0848
0015	0	0764
0015	0	0240
0015	0	0521
0015	0	0221
0015	0	0184
0015	0	0529
0015	0	0462
0015	0	0660
0015	0	0794
0015	0	0691
0015	0	0448
0015	0	3341
0015	0	0915
0015	0	1095
0015	0	0445
0015	0	0777
0015	0	0548
0015	0	0510
0015	0	0699
0015	0	0893
0015	0	2737
0015	0	0176
0015	0	0810
0015	0	1041
0015	0	0920
0015	0	3370
0015	0	0910
0015	0	0846
0015	0	2763
0015	0	0890
0015	0	0789
0015	0	2738
0015	0	3351
0015	0	0788
0015	0	3647
0015	0	0812
0015	0	0905
0015	0	0600
0015	0	0719
0015	0	0182
0015	0	0652
0015	0	0629
0015	0	3393
0015	0	0636
0015	0	3348
0015	0	0930
0015	0	0926
0015	0	0549
0015	0	3383
0015	0	0446
0015	0	0928
0015	0	3652
0015	0	3367
0015	0	3680
0015	0	3127
0015	0	3134
0015	0	1079
0015	0	2751
0015	0	0607
0015	0	0477
0015	0	3394
0015	0	0444
0015	0	0457
0015	0	3355
0015	0	2723
0015	0	0224
0015	0	0736
0015	0	3326
0015	0	0551
0015	0	0840
0015	0	0922
0015	0	0416
0015	0	0891
0015	0	0418
0015	0	0766
0015	0	0842
0015	0	2774
0015	0	2759
0015	0	3356
0015	0	3132
0015	0	0524
0015	0	0249
0015	0	0525
0015	0	3316
0015	0	0678
0015	0	2717
0015	0	0945
0015	0	1070
0015	0	3327
0015	0	0782
0015	0	3173
0015	0	2711
0015	0	2712
0015	0	0520
0015	0	0981
0015	0	3704
0015	0	0452
0015	0	3389
0015	0	0191
0015	0	3633
0015	0	3374
0015	0	0786
0015	0	3365
0015	0	3179
0015	0	0447
0015	0	0787
0015	0	0256
0015	0	0714
0015	0	2770
0015	0	0475
0015	0	0186
0015	0	0998
0015	0	0804
0015	0	0421
0015	0	0674
0015	0	3677
0015	0	0662
0015	0	0226
0015	0	1094
0015	0	0845
0015	0	2746
0015	0	0700
0015	0	0534
0015	0	0902
0015	0	0207
0015	0	0841
0015	0	0988
0015	0	3649
0015	0	0715
0015	0	3128
0015	0	3168
0015	0	0557
0015	0	3182
0015	0	3154
0015	0	0601
0015	0	0932
0015	0	0986
0015	0	3395
0015	0	0511
0015	0	0454
0015	0	0675
0015	0	3398
0015	0	3177
0015	0	1055
0015	0	3157
0015	0	0620
0015	0	3162
0015	0	1015
0015	0	2775
0015	0	0246
0015	0	0503
0015	0	0742
0015	0	2726
0015	0	3148
0015	0	3161
0015	0	3637
0015	0	2762
0015	0	0405
0015	0	3371
0015	0	2772
0015	0	3629
0015	0	3169
0015	0	3689
0015	0	0711
0015	0	0222
0015	0	1073
0015	0	1034
0015	0	3644
0015	0	0908
0015	0	1028
0015	0	0596
0015	0	3142
0015	0	0976
0015	0	1052
0015	0	2758
0015	0	0916
0015	0	0612
0015	0	1100
0015	0	3184
0015	0	1096
0015	0	3331
0015	0	3645
0015	0	1025
0015	0	3699
0015	0	3657
0015	0	3121
0015	0	0506
0015	0	1087
0015	0	0949
0015	0	0456
0015	0	3321
0015	0	3357
0015	0	1076
0015	0	0627
0015	0	1071
0015	0	0619
0015	0	0649
0015	0	0909
0015	0	3705
0015	0	3147
0015	0	3346
0015	0	0539
0015	0	0828
0015	0	0982
0015	0	3159
0015	0	1082
0015	0	0181
0015	0	0438
0015	0	1077
0015	0	0197
0015	0	1021
0015	0	0972
0015	0	3669
0015	0	1033
0015	0	3380
0015	0	0904
0015	0	0212
0015	0	0985
0015	0	0973
0015	0	0605
0015	0	1059
0015	0	0493
0015	0	0658
0015	0	0209
0015	0	3397
0015	0	3712
0015	0	3373
0015	0	0195
0015	0	0528
0015	0	1060
0015	0	3623
0015	0	1024
0015	0	0202
0015	0	0853
0015	0	0755
0015	0	0716
0015	0	3150
0015	0	0970
0015	0	3176
0015	0	0479
0015	0	3672
0019	0	3531
0019	0	0763
0019	0	0736
0019	0	3889
0019	0	2563
0019	0	1293
0019	0	3515
0019	0	3804
0019	0	1636
0019	0	0349
0019	0	3905
0019	0	1349
0019	0	2962
0019	0	3867
0019	0	2030
0019	0	3900
0019	0	1342
0019	0	1039
0019	0	3525
0019	0	0596
0019	0	0637
0019	0	0788
0019	0	0731
0019	0	1620
0019	0	3791
0019	0	2529
0019	0	2527
0019	0	2533
0019	0	2028
0019	0	0594
0019	0	2013
0019	0	1808
0019	0	0595
0019	0	1308
0019	0	0587
0019	0	1522
0019	0	3871
0019	0	3517
0019	0	1317
0019	0	2967
0019	0	1330
0019	0	1499
0019	0	1632
0019	0	0765
0019	0	2523
0019	0	2956
0019	0	1350
0019	0	2044
0019	0	3826
0019	0	1595
0019	0	1287
0019	0	1485
0019	0	3845
0019	0	3801
0019	0	3821
0019	0	1345
0019	0	0735
0019	0	3496
0019	0	2051
0019	0	0778
0019	0	2910
0019	0	2930
0019	0	1414
0019	0	0375
0019	0	0592
0019	0	1605
0019	0	0357
0019	0	1100
0019	0	3891
0019	0	3890
0019	0	1091
0019	0	1099
0019	0	1584
0019	0	3874
0019	0	3851
0019	0	2977
0019	0	0791
0019	0	2033
0019	0	1486
0019	0	1309
0019	0	1588
0019	0	0342
0019	0	1515
0019	0	0384
0019	0	2041
0019	0	1489
0019	0	2007
0019	0	0787
0019	0	1582
0019	0	0760
0019	0	0789
0019	0	3513
0019	0	2058
0019	0	1600
0019	0	2556
0019	0	3789
0019	0	2872
0019	0	0769
0019	0	3876
0019	0	1579
0019	0	1047
0019	0	3779
0019	0	0785
0019	0	0584
0019	0	1614
0019	0	2948
0019	0	1843
0019	0	2865
0019	0	1484
0019	0	1611
0019	0	1400
0019	0	3781
0019	0	1391
0019	0	0613
0019	0	1113
0019	0	2031
0019	0	1832
0019	0	1378
0019	0	2905
0019	0	1836
0019	0	1608
0019	0	2988
0019	0	1417
0019	0	0386
0019	0	2546
0019	0	1098
0019	0	3546
0019	0	3881
0019	0	1353
0019	0	0776
0019	0	2053
0019	0	0804
0019	0	2075
0019	0	1861
0019	0	2884
0019	0	1290
0019	0	1638
0019	0	1115
0019	0	1377
0019	0	3533
0019	0	1097
0019	0	2538
0019	0	1523
0019	0	1864
0019	0	3483
0019	0	0757
0019	0	1399
0019	0	1361
0019	0	0577
0019	0	2050
0019	0	1839
0019	0	1587
0019	0	0761
0019	0	2950
0019	0	1596
0019	0	2972
0019	0	2065
0019	0	1319
0019	0	1369
0019	0	2511
0019	0	0739
0019	0	2077
0019	0	2537
0019	0	0764
0019	0	1815
0019	0	0332
0019	0	2904
0019	0	1289
0019	0	2892
0019	0	3509
0019	0	0350
0019	0	1374
0019	0	1607
0019	0	0389
0019	0	0369
0019	0	1535
0019	0	2525
0019	0	3522
0019	0	1393
0019	0	3782
0019	0	1404
0019	0	1521
0019	0	3878
0019	0	2947
0019	0	2063
0019	0	2014
0019	0	0393
0019	0	3788
0019	0	1498
0019	0	2871
0019	0	3844
0019	0	3545
0019	0	1078
0019	0	3491
0019	0	2984
0019	0	1312
0019	0	1080
0019	0	1813
0019	0	2960
0019	0	0777
0019	0	0376
0019	0	1359
0019	0	1355
0019	0	2553
0019	0	1412
0019	0	0631
0019	0	0806
0019	0	3530
0019	0	1326
0019	0	2071
0019	0	0606
0019	0	0573
0019	0	2557
0019	0	1617
0019	0	3802
0019	0	0387
0019	0	3902
0019	0	2027
0019	0	2902
0019	0	3853
0019	0	3793
0019	0	0353
0019	0	0354
0019	0	3810
0019	0	0360
0019	0	1079
0019	0	3815
0019	0	3501
0019	0	0348
0019	0	2949
0019	0	1413
0019	0	1043
0019	0	1090
0019	0	2526
0019	0	1825
0019	0	2040
0019	0	3904
0019	0	0627
0019	0	0356
0019	0	3529
0019	0	2506
0019	0	0610
0019	0	2066
0019	0	0373
0019	0	2938
0019	0	1310
0019	0	1073
0019	0	1066
0019	0	1061
0019	0	0741
0019	0	3880
0019	0	3510
0019	0	0755
0019	0	3518
0019	0	0616
0019	0	1059
0019	0	1848
0019	0	3814
0019	0	1824
0019	0	2531
0019	0	0782
0019	0	1642
0019	0	1054
0019	0	1810
0019	0	3783
0019	0	1822
0019	0	2554
0019	0	1301
0019	0	0797
0019	0	2936
0019	0	1496
0019	0	0604
0019	0	0748
0019	0	2055
0019	0	1876
0019	0	1110
0019	0	2903
0019	0	2569
0019	0	1354
0019	0	1336
0019	0	2054
0019	0	3495
0019	0	0602
0019	0	2505
0019	0	1828
0019	0	2900
0019	0	1366
0019	0	2873
0019	0	0771
0019	0	2006
0019	0	1641
0019	0	0608
0019	0	0752
0019	0	3827
0019	0	2528
0019	0	1601
0019	0	1849
0019	0	3817
0019	0	3852
0019	0	2046
0019	0	3816
0019	0	1524
0019	0	1083
0019	0	1500
0019	0	2957
0019	0	2890
0019	0	0609
0019	0	3520
0019	0	1042
0019	0	2894
0019	0	1597
0019	0	1886
0019	0	1056
0019	0	1613
0019	0	2543
0019	0	3494
0019	0	3896
0019	0	1845
0019	0	1337
0019	0	1050
0019	0	2893
0019	0	2912
0019	0	1371
0019	0	2907
0019	0	3879
0019	0	1383
0019	0	1509
0019	0	3535
0019	0	2923
0019	0	2875
0019	0	3830
0019	0	1068
0019	0	2008
0019	0	1877
0019	0	1297
0019	0	1887
0019	0	3542
0019	0	3907
0019	0	1874
0019	0	3499
0019	0	2516
0019	0	0621
0019	0	2582
0019	0	2885
0019	0	3868
0019	0	2512
0019	0	1506
0019	0	0740
0019	0	3497
0019	0	2541
0019	0	3831
0019	0	1634
0019	0	2011
0019	0	2975
0019	0	2530
0019	0	1593
0019	0	2034
0019	0	2067
0019	0	3885
0019	0	2978
0019	0	3886
0019	0	1408
0019	0	1612
0019	0	3519
0019	0	0379
0019	0	2870
0019	0	3872
0019	0	1624
0019	0	3828
0019	0	3866
0019	0	0784
0019	0	0738
0019	0	2565
0019	0	2513
0019	0	1397
0019	0	1092
0019	0	0381
0019	0	3861
0019	0	2562
0019	0	1057
0019	0	2570
0019	0	1081
0019	0	2559
0019	0	1370
0019	0	2970
0019	0	1392
0019	0	0385
0019	0	1415
0019	0	3832
0019	0	1376
0019	0	0639
0019	0	2517
0019	0	2560
0019	0	3521
0019	0	1105
0019	0	1322
0019	0	2057
0019	0	2951
0019	0	1077
0019	0	2037
0019	0	1074
0019	0	0730
0019	0	1102
0019	0	3812
0019	0	2575
0019	0	0614
0021	0	1011
0021	0	1466
0021	0	0729
0021	0	1283
0021	0	0629
0021	0	1647
0021	0	1672
0021	0	0511
0021	0	0757
0021	0	0712
0021	0	0717
0021	0	0332
0021	0	1006
0021	0	1787
0021	0	0448
0021	0	0445
0021	0	1846
0021	0	0531
0021	0	1503
0021	0	1248
0021	0	0987
0021	0	0773
0021	0	1688
0021	0	1002
0021	0	0335
0021	0	0521
0021	0	0794
0021	0	0545
0021	0	0751
0021	0	0289
0021	0	0471
0021	0	1699
0021	0	1491
0021	0	1509
0021	0	1522
0021	0	1809
0021	0	1825
0021	0	0294
0021	0	0792
0021	0	0460
0021	0	1800
0021	0	1010
0021	0	0611
0021	0	1648
0021	0	0388
0021	0	0713
0021	0	1067
0021	0	0400
0021	0	0484
0021	0	1247
0021	0	0743
0021	0	1810
0021	0	1478
0021	0	0632
0021	0	1282
0021	0	1255
0021	0	0478
0021	0	0360
0021	0	1013
0021	0	0485
0021	0	1213
0021	0	1299
0021	0	1673
0021	0	1057
0021	0	0470
0021	0	0311
0021	0	0455
0021	0	1650
0021	0	0492
0021	0	1852
0021	0	0405
0021	0	1525
0021	0	0437
0021	0	1280
0021	0	0275
0021	0	0652
0021	0	0489
0021	0	0454
0021	0	1464
0021	0	0969
0021	0	0765
0021	0	1463
0021	0	0392
0021	0	0795
0021	0	1239
0021	0	1857
0021	0	1681
0021	0	0310
0021	0	0790
0021	0	0345
0021	0	1041
0021	0	0675
0021	0	0371
0021	0	0301
0021	0	0730
0021	0	1261
0021	0	1222
0021	0	0626
0021	0	1679
0021	0	0412
0021	0	1230
0021	0	0340
0021	0	1224
0021	0	0357
0021	0	0333
0021	0	0618
0021	0	0973
0021	0	0605
0021	0	0475
0021	0	1447
0021	0	0433
0021	0	1272
0021	0	1666
0021	0	0270
0021	0	0387
0021	0	1792
0021	0	1442
0021	0	1044
0021	0	0982
0021	0	0514
0021	0	0480
0021	0	0662
0021	0	1842
0021	0	0407
0021	0	0456
0021	0	0362
0021	0	0497
0021	0	0653
0021	0	1527
0021	0	0447
0021	0	0768
0021	0	0807
0021	0	1048
0021	0	1531
0021	0	0247
0021	0	1798
0021	0	1030
0021	0	1022
0021	0	1017
0021	0	0496
0021	0	0309
0021	0	1511
0021	0	1286
0021	0	0525
0021	0	0506
0021	0	0515
0021	0	0526
0021	0	0424
0021	0	0423
0021	0	0672
0021	0	1052
0021	0	0736
0021	0	0338
0021	0	0774
0021	0	1824
0021	0	0707
0021	0	0285
0021	0	0976
0021	0	0453
0021	0	1050
0021	0	0422
0021	0	1062
0021	0	0446
0021	0	0363
0021	0	1300
0021	0	1477
0021	0	0980
0021	0	0748
0021	0	1465
0021	0	0322
0021	0	0259
0021	0	0243
0021	0	0624
0021	0	0989
0021	0	0711
0021	0	0747
0021	0	0477
0021	0	0767
0021	0	0419
0021	0	1678
0021	0	0788
0021	0	0758
0021	0	0352
0021	0	0723
0021	0	1242
0021	0	0742
0021	0	0248
0021	0	1218
0021	0	1287
0021	0	0495
0021	0	1516
0021	0	1819
0021	0	0313
0021	0	1680
0021	0	0461
0021	0	1665
0021	0	0483
0021	0	1461
0021	0	0493
0021	0	0777
0021	0	0628
0021	0	0770
0021	0	1696
0021	0	0724
0021	0	0536
0021	0	0300
0021	0	1258
0021	0	0720
0021	0	1214
0021	0	0754
0021	0	0292
0021	0	0805
0021	0	0787
0021	0	0481
0021	0	0420
0021	0	1659
0021	0	0476
0021	0	1237
0021	0	1277
0021	0	0609
0021	0	1850
0021	0	1500
0021	0	0771
0021	0	1855
0021	0	1297
0021	0	1439
0021	0	0631
0021	0	1690
0021	0	0766
0021	0	1037
0021	0	1805
0021	0	0286
0021	0	0304
0021	0	1061
0021	0	1669
0021	0	1663
0021	0	1528
0021	0	1496
0021	0	0616
0021	0	1797
0021	0	0457
0021	0	0797
0021	0	0321
0021	0	1036
0021	0	1837
0021	0	0799
0021	0	1826
0021	0	1012
0021	0	0368
0021	0	1660
0021	0	0968
0021	0	1526
0021	0	0375
0021	0	0350
0021	0	0644
0021	0	0500
0021	0	1515
0021	0	0491
0021	0	0499
0021	0	1799
0021	0	0486
0021	0	0785
0021	0	0974
0021	0	1437
0021	0	0533
0021	0	0383
0021	0	1233
0021	0	1451
0021	0	0287
0021	0	0502
0021	0	0353
0021	0	1475
0021	0	1507
0021	0	1234
0021	0	0636
0021	0	0281
0021	0	1532
0021	0	0504
0021	0	1821
0021	0	0391
0021	0	1700
0021	0	1265
0021	0	0513
0021	0	1295
0021	0	1225
0021	0	0428
0021	0	1499
0021	0	1655
0021	0	1836
0021	0	1683
0021	0	0331
0021	0	1482
0021	0	1686
0021	0	1480
0021	0	1003
0021	0	1039
0021	0	0465
0021	0	0671
0021	0	1302
0021	0	0979
0021	0	1529
0021	0	0263
0021	0	1788
0021	0	0645
0021	0	0272
0021	0	0735
0021	0	0984
0021	0	0638
0021	0	0305
0021	0	0649
0021	0	0421
0021	0	0654
0021	0	1046
0021	0	1240
0021	0	0509
0021	0	0793
0021	0	1273
0021	0	1219
0021	0	0731
0021	0	1049
0021	0	0529
0021	0	1687
0021	0	1446
0021	0	1455
0021	0	0783
0021	0	1476
0021	0	1444
0021	0	0622
0021	0	0527
0021	0	0269
0021	0	1479
0021	0	0267
0021	0	1276
0021	0	1789
0021	0	1254
0021	0	0983
0021	0	1025
0021	0	1263
0021	0	0651
0021	0	0264
0021	0	1689
0021	0	0991
0021	0	1658
0021	0	0244
0021	0	1498
0021	0	0538
0021	0	1045
0021	0	1028
0021	0	1257
0021	0	1468
0021	0	1000
0021	0	0659
0021	0	0784
0021	0	1229
0021	0	1510
0021	0	0315
0021	0	1834
0021	0	1786
0021	0	1018
0021	0	1667
0021	0	1238
0021	0	0746
0021	0	1262
0021	0	0634
0021	0	1501
0021	0	0800
0021	0	1441
0021	0	0522
0021	0	0739
0021	0	0408
0021	0	1838
0021	0	1803
0021	0	0780
0021	0	0505
0021	0	1035
0021	0	1274
0021	0	1816
0021	0	0978
0021	0	1053
0021	0	0710
0021	0	1065
0021	0	1304
0021	0	0246
0021	0	0666
0021	0	1530
0021	0	1485
0024	0	5226
0024	0	2341
0024	0	1456
0024	0	3143
0024	0	1179
0024	0	1538
0024	0	3178
0024	0	1761
0024	0	1107
0024	0	1182
0024	0	1622
0024	0	3773
0024	0	1727
0024	0	1733
0024	0	2327
0024	0	3214
0024	0	1452
0024	0	1651
0024	0	1301
0024	0	3152
0024	0	1884
0024	0	3311
0024	0	2363
0024	0	3795
0024	0	3823
0024	0	1154
0024	0	3237
0024	0	5283
0024	0	4543
0024	0	1915
0024	0	1897
0024	0	1256
0024	0	1951
0024	0	1248
0024	0	3827
0024	0	1187
0024	0	2302
0024	0	5249
0024	0	3110
0024	0	1913
0024	0	3316
0024	0	1146
0024	0	2317
0024	0	1483
0024	0	2374
0024	0	1190
0024	0	1267
0024	0	1763
0024	0	2120
0024	0	1176
0024	0	3169
0024	0	1319
0024	0	3803
0024	0	1115
0024	0	1730
0024	0	1923
0024	0	1711
0024	0	2174
0024	0	1277
0024	0	1515
0024	0	3762
0024	0	1142
0024	0	1955
0024	0	1597
0024	0	3281
0024	0	3802
0024	0	3313
0024	0	2322
0024	0	2331
0024	0	1180
0024	0	5214
0024	0	2336
0024	0	1685
0024	0	1635
0024	0	1480
0024	0	2159
0024	0	3161
0024	0	1898
0024	0	1692
0024	0	2300
0024	0	2315
0024	0	1244
0024	0	2166
0024	0	5287
0024	0	3258
0024	0	5257
0024	0	5265
0024	0	4586
0024	0	3250
0024	0	1170
0024	0	2319
0024	0	1774
0024	0	1507
0024	0	3745
0024	0	1289
0024	0	3813
0024	0	1518
0024	0	3166
0024	0	1200
0024	0	3801
0024	0	2316
0024	0	3807
0024	0	2290
0024	0	3299
0024	0	1918
0024	0	2324
0024	0	1642
0024	0	3238
0024	0	4571
0024	0	3766
0024	0	3282
0024	0	4570
0024	0	3190
0024	0	1675
0024	0	1717
0024	0	1164
0024	0	2321
0024	0	1470
0024	0	1184
0024	0	3306
0024	0	4553
0024	0	2121
0024	0	2163
0024	0	1317
0024	0	4594
0024	0	1476
0024	0	1614
0024	0	2147
0024	0	1919
0024	0	1595
0024	0	2328
0024	0	1144
0024	0	1744
0024	0	1631
0024	0	2155
0024	0	1689
0024	0	2107
0024	0	4557
0024	0	5238
0024	0	3167
0024	0	2390
0024	0	2353
0024	0	3289
0024	0	1611
